Movto,Gpo,Clave,NumInv,AnoPrg,TpoBien,Denomin,FecAlta,DescArt,IdProv,NumFact,FecFact,Costo,IdTipAdq,IdRub,Edo,Localiz,OUT,FecBaja
22372,E,C/P,10638,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 18000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO18-3, NUMERO DE SERIE:  98H018W1782, MODELO CONDENSADOR: 38CK018, NUMERO DE SERIE: 3698E13981",150,8655,31/12/1998,"7,866.00",DP,MO,1. BUENO,S,0,
22373,E,C/P,10639,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 18000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO18-3, NUMERO DE SERIE:  98F018W1634, MODELO CONDENSADOR: 38CK018, NUMERO DE SERIE: 3698E13976",150,8655,31/12/1998,"7,866.00",DP,MO,1. BUENO,S,0,
22374,E,C/P,10640,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 24000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO24-3, NUMERO DE SERIE:  C8F024W0048, MODELO CONDENSADOR: 38CK024-3, NUMERO DE SERIE: 4698E12185",150,8655,31/12/1998,"8,267.35",DP,MO,1. BUENO,S,0,
22375,E,C/P,10641,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 24000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO24-3, NUMERO DE SERIE:  C8F024W0035, MODELO CONDENSADOR: 38CK024-3, NUMERO DE SERIE: 4698E12310",150,8655,31/12/1998,"8,267.35",DP,MO,1. BUENO,S,0,
22376,E,C/P,10642,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 36000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO36-3, NUMERO DE SERIE:  C8E036W0024, MODELO CONDENSADOR: 38CK036-3, NUMERO DE SERIE: 4798E06418",150,8657,31/12/1998,"11,350.50",DP,MO,6. BAJA (INSERVIBLE),S,0,
22377,E,C/P,16643,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 36000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO36-3, NUMERO DE SERIE:  C8F036W0053, MODELO CONDENSADOR: 38CK036  NUMERO DE SERIE: 4798E06862",150,8657,31/12/1998,"11,350.50",DP,MO,1. BUENO,S,1,18/12/2014
22378,E,C/P,10644,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 36000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO36-3, NUMERO DE SERIE:  C8E036W0026, MODELO CONDENSADOR: 38CK036  NUMERO DE SERIE: 4798E06396",150,8657,31/12/1998,"11,350.50",DP,MO,1. BUENO,S,1,15/01/2015
22379,E,C/P,10636,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 18000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO18-3, NUMERO DE SERIE:  98F018-3, MODELO CONDENSADOR: 38CK018, NUMERO DE SERIE: 4598E14053",150,8655,31/12/1998,"7,866.00",DP,MO,1. BUENO,S,0,
22380,E,C/P,10643,2014,E,ACONDICIONADOR AIRE,1998-12-31,"ACONDICIONADOR AIRE.- MARCA: CARRIER, TIPO MINI SPLIT 36000 BTU´S DE 3 VELOCIDADES DE VENTILACION CON EVAPORADOR, MODELO: 42FMTO36-3, NUMERO DE SERIE:  C8F036W0053, MODELO CONDENSADOR: 38CK036, NUMERO DE SERIE: 4798E06862",150,8657,31/12/1998,"11,350.50",DP,MO,1. BUENO,S,1,15/01/2015
22381,E,C/P,10645,2014,E,CAMARA FOTOGRAFICA,2014-12-22,"CAMARA FOTOGRAFICA.- MARCA: NIKON, MARCA: MP D3200 NEGRA SERIE: 3918091",77,FJJ-2567,22/12/2014,"12,000.00",CD,MA,1. BUENO,S,0,
22382,E,C/P,10646,2014,E,CAMARA FOTOGRAFICA,2014-12-22,"CAMARA FOTOGRAFICA.- MARCA: NIKON, MARCA: MP D3200 NEGRA SERIE: 3925450",77,FJJ-2567,22/12/2014,"12,000.00",CD,MA,1. BUENO,S,0,
22383,E,C/P,10648,2014,E,LENTE,2014-12-22,"LENTE.- PARA CAMARA, MARCA: NIKKOR DX 18-105G ED VR, SERIE: US36621725",77,FJJ-2567,22/12/2014,"46,000.00",CD,MA,1. BUENO,S,0,
22384,E,C/P,10647,2014,E,VIDEOCAMARA,2014-12-22,"VIDEOCAMARA.-MARCA: CANON XA10, SERIE: S/N 452512300701",77,FJJ-2567,22/12/2014,"10,000.01",CD,MA,1. BUENO,S,0,
22385,E,C/P,10649,2014,E,ACONDICIONADOR AIRE,2014-12-11,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, MARCA DEL CONDENSADOR HISENSE,  CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2559,11/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22386,E,C/P,10650,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0099,  MARCA DEL CONDENSADOR HISENSE,SERIE: 1KK0120JYW0PLK54CSY0290, CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22387,E,C/P,10651,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0179, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0PLK54CSY0387 CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22388,E,C/P,10652,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0396, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0PLK54CSY0440, CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22389,E,C/P,10653,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0399, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0PLK54CSY0069, CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22390,E,C/P,10654,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0176, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0PLK54CSYY0458,  CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22391,E,C/P,10655,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYW0PLK54CSY0441, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK020JYN0P0K54CSC0309,  CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22392,E,C/P,10656,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYW0PLK54CSY0448,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK020JYN0P0K54CSC0304,  CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22393,E,C/P,10657,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0P0K54CSC0305, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0PLK54CSY0254,  CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22394,E,C/P,10658,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYW0PLK54CSY0505,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYN0POK54CSC0098, CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22395,E,C/P,10659,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE: 1KK0120JYN0POK54CSC0130,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0120JYW0POLK54CSY0535, CON CAPACIDAD NOMINAL DE 12,000 BTU´S.",77,FJJ-2568,22/12/2014,"4,298.99",CD,MO,1. BUENO,S,0,
22396,E,C/P,10660,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE:1KK0180F0N0P0KAD4SE0021,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0180F0W0PAKAD4SV0315,  CON CAPACIDAD NOMINAL DE 18,000 BTU´S.",77,FJJ-2568,22/12/2014,"6,599.00",CD,MO,1. BUENO,S,0,
22397,E,C/P,10661,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE:1KK0180F0N0P0KAD4SE0075,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0180F0W0PAKAD4SV0391, CON CAPACIDAD NOMINAL DE 18,000 BTU´S.",77,FJJ-2568,22/12/2014,"6,599.00",CD,MO,1. BUENO,S,0,
22398,E,C/P,10662,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE:1KK0180F0N0P0KAD4SE0062,  MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0180F0W0PAKAD4SV0113, CON CAPACIDAD NOMINAL DE 18,000 BTU´S.",77,FJJ-2568,22/12/2014,"6,599.01",CD,MO,1. BUENO,S,0,
22399,E,C/P,10663,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE:1KK0180F0N0P0KAD4SE0235, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0180F0W0PAKAD4SV0227, CON CAPACIDAD NOMINAL DE 18,000 BTU´S.",77,FJJ-2568,22/12/2014,"6,599.01",CD,MO,1. BUENO,S,0,
22400,E,C/P,10664,2014,E,ACONDICIONADOR AIRE,2014-12-22,"AIRE ACONDICIONADO.- TIPO MINISPLIT MARCA HISENSE, MARCA DEL EVAPORADOR: HISENSE, SERIE:1KK0180F0N0P0KAD4SE0232, MARCA DEL CONDENSADOR HISENSE, SERIE: 1KK0180F0W0PAKAD4SV0314, CON CAPACIDAD NOMINAL DE 18,000 BTU´S.",77,FJJ-2568,22/12/2014,"6,599.01",CD,MO,1. BUENO,S,0,
22401,E,C/P,10665,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22402,E,C/P,10666,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22403,E,C/P,10667,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22404,E,C/P,10668,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22405,E,C/P,10669,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22406,E,C/P,10670,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22407,E,C/P,10671,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22408,E,C/P,10672,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22409,E,C/P,10673,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22410,E,C/P,10674,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22411,E,C/P,10675,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22412,E,C/P,10676,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22413,E,C/P,10677,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22414,E,C/P,10678,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22415,E,C/P,10679,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22416,E,C/P,10680,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22417,E,C/P,10681,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22418,E,C/P,10682,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22419,E,C/P,10683,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22420,E,C/P,10684,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22421,E,C/P,10685,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22422,E,C/P,10686,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22423,E,C/P,10687,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22424,E,C/P,10688,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22425,E,C/P,10689,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22426,E,C/P,10690,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22427,E,C/P,10691,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22428,E,C/P,10692,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22429,E,C/P,10693,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22430,E,C/P,10694,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22431,E,C/P,10695,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22432,E,C/P,10696,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22433,E,C/P,10697,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22434,E,C/P,10698,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22435,E,C/P,10699,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22436,E,C/P,10700,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22437,E,C/P,10701,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22438,E,C/P,10702,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22439,E,C/P,10703,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22440,E,C/P,10704,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22441,E,C/P,10705,2014,E,MAMPARA,2014-08-19,MAMPARAS MODULARES Y DIVISION PARA OFICINA.- EN MADERA RECTA COMPRIMIDA INTEGRADA POR CRISTAL CLARO 6 MM.,21,E-1046,19/08/2014,"42,502.40",CD,MA,1. BUENO,S,0,
22442,E,C/P,10706,2014,E,MESA,2014-08-19,"MESA.-CHAPA EN MADERA Y CUBIERTA DE CRISTAL ESMERILADO, MARCA VERSA.",21,E-1046,19/08/2014,"224,112.00",CD,MO,1. BUENO,S,0,
22443,E,C/P,10707,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22444,E,C/P,10708,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22445,E,C/P,10709,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22446,E,C/P,10710,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22447,E,C/P,10711,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22448,E,C/P,10712,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22449,E,C/P,10713,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22450,E,C/P,10714,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22451,E,C/P,10715,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22452,E,C/P,10716,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22453,E,C/P,10717,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
22454,E,C/P,10718,2014,E,SILLA VISITANTE,2014-08-19,"SILLA VISITANTE.- TAPIZADA EN NEGRO, MODELO: AL-326 ARCO",21,E-1046,19/08/2014,"2,654.10",CD,MO,1. BUENO,S,0,
